09-20-2023,19:04:12
Wavenumber(cm-1),Intensity
 250 , 3780.88 
 251 , 3780.88 
 252 , 3752.07 
 253 , 3729.05 
 254 , 3710.64 
 255 , 3695.02 
 256 , 3681.67 
 257 , 3671.24 
 258 , 3663.78 
 259 , 3656.37 
 260 , 3645.86 
 261 , 3633.78 
 262 , 3625.09 
 263 , 3622.01 
 264 , 3619.56 
 265 , 3612.09 
 266 , 3598.84 
 267 , 3582.89 
 268 , 3565.73 
 269 , 3545.87 
 270 , 3522.46 
 271 , 3498.72 
 272 , 3480.69 
 273 , 3471.48 
 274 , 3466.98 
 275 , 3461.85 
 276 , 3454.72 
 277 , 3448.36 
 278 , 3444.62 
 279 , 3441.62 
 280 , 3436.11 
 281 , 3427.46 
 282 , 3419.75 
 283 , 3417.32 
 284 , 3419.99 
 285 , 3425.06 
 286 , 3430.49 
 287 , 3435.49 
 288 , 3439.07 
 289 , 3441.27 
 290 , 3443.81 
 291 , 3447.65 
 292 , 3450.23 
 293 , 3447.87 
 294 , 3440.18 
 295 , 3430.57 
 296 , 3422.16 
 297 , 3414.14 
 298 , 3403.98 
 299 , 3392.53 
 300 , 3384.86 
 301 , 3384.53 
 302 , 3388.22 
 303 , 3390.93 
 304 , 3391.96 
 305 , 3394.8 
 306 , 3401.61 
 307 , 3408.96 
 308 , 3412.27 
 309 , 3411.04 
 310 , 3408.53 
 311 , 3406.92 
 312 , 3403.95 
 313 , 3396.65 
 314 , 3387.44 
 315 , 3383.79 
 316 , 3390.28 
 317 , 3400.02 
 318 , 3403.77 
 319 , 3400.57 
 320 , 3397.43 
 321 , 3398.93 
 322 , 3399.24 
 323 , 3390.5 
 324 , 3374.15 
 325 , 3360.43 
 326 , 3356.26 
 327 , 3356.17 
 328 , 3352.26 
 329 , 3343.47 
 330 , 3334.77 
 331 , 3329.9 
 332 , 3328.2 
 333 , 3328.07 
 334 , 3329.28 
 335 , 3332.74 
 336 , 3338.73 
 337 , 3345.7 
 338 , 3351.63 
 339 , 3355.68 
 340 , 3358.46 
 341 , 3360.9 
 342 , 3362.87 
 343 , 3363.12 
 344 , 3360.2 
 345 , 3353.58 
 346 , 3344.42 
 347 , 3335.62 
 348 , 3329.3 
 349 , 3325.71 
 350 , 3324.95 
 351 , 3328.75 
 352 , 3337.43 
 353 , 3348.46 
 354 , 3357.85 
 355 , 3362.73 
 356 , 3362.84 
 357 , 3359.23 
 358 , 3350.74 
 359 , 3338.06 
 360 , 3326.27 
 361 , 3320.15 
 362 , 3315.86 
 363 , 3305.73 
 364 , 3289.52 
 365 , 3275.42 
 366 , 3269.98 
 367 , 3269.33 
 368 , 3266.1 
 369 , 3260.36 
 370 , 3259.68 
 371 , 3268.68 
 372 , 3281.3 
 373 , 3289.48 
 374 , 3291.87 
 375 , 3292.18 
 376 , 3292.96 
 377 , 3292.83 
 378 , 3289.97 
 379 , 3287.5 
 380 , 3291.73 
 381 , 3304.43 
 382 , 3317.82 
 383 , 3324.06 
 384 , 3324.42 
 385 , 3324.67 
 386 , 3326.2 
 387 , 3322.9 
 388 , 3309.47 
 389 , 3290.69 
 390 , 3275.34 
 391 , 3267.65 
 392 , 3265.5 
 393 , 3266.46 
 394 , 3268.89 
 395 , 3271.49 
 396 , 3275.43 
 397 , 3284.61 
 398 , 3301.58 
 399 , 3322.16 
 400 , 3340.58 
 401 , 3354.25 
 402 , 3363.91 
 403 , 3370.09 
 404 , 3371.2 
 405 , 3365.35 
 406 , 3355.58 
 407 , 3349.17 
 408 , 3350.82 
 409 , 3357 
 410 , 3362.63 
 411 , 3364.5 
 412 , 3361.19 
 413 , 3352.72 
 414 , 3339.75 
 415 , 3322.21 
 416 , 3301.35 
 417 , 3280.17 
 418 , 3262.89 
 419 , 3252.13 
 420 , 3247.7 
 421 , 3245.86 
 422 , 3243.32 
 423 , 3241.01 
 424 , 3242.19 
 425 , 3248.26 
 426 , 3257.64 
 427 , 3268.49 
 428 , 3278.36 
 429 , 3283.81 
 430 , 3283.19 
 431 , 3279.3 
 432 , 3274.7 
 433 , 3270.33 
 434 , 3267.02 
 435 , 3266.39 
 436 , 3269.23 
 437 , 3274.99 
 438 , 3282.5 
 439 , 3291.24 
 440 , 3301.3 
 441 , 3312.36 
 442 , 3323.69 
 443 , 3335.26 
 444 , 3347.05 
 445 , 3357.87 
 446 , 3365.85 
 447 , 3370.26 
 448 , 3372.19 
 449 , 3371.77 
 450 , 3368.18 
 451 , 3361.88 
 452 , 3355.04 
 453 , 3349.44 
 454 , 3344.31 
 455 , 3335.96 
 456 , 3321.53 
 457 , 3302.79 
 458 , 3285.9 
 459 , 3274.83 
 460 , 3268.03 
 461 , 3263.64 
 462 , 3261.98 
 463 , 3264.52 
 464 , 3270.87 
 465 , 3276.08 
 466 , 3275.17 
 467 , 3268.51 
 468 , 3259.82 
 469 , 3251.16 
 470 , 3241.26 
 471 , 3229.04 
 472 , 3218.19 
 473 , 3214.66 
 474 , 3219.38 
 475 , 3225.98 
 476 , 3228.88 
 477 , 3229.21 
 478 , 3230.03 
 479 , 3231.88 
 480 , 3232.86 
 481 , 3232.17 
 482 , 3232.3 
 483 , 3236.03 
 484 , 3244.34 
 485 , 3257.38 
 486 , 3273.48 
 487 , 3287.62 
 488 , 3295.3 
 489 , 3297.23 
 490 , 3295.97 
 491 , 3293.01 
 492 , 3288.66 
 493 , 3282.92 
 494 , 3274.84 
 495 , 3263.53 
 496 , 3251.06 
 497 , 3241.45 
 498 , 3236.07 
 499 , 3231.39 
 500 , 3224.37 
 501 , 3217.99 
 502 , 3217.19 
 503 , 3220.96 
 504 , 3221.94 
 505 , 3215.37 
 506 , 3205.92 
 507 , 3199.61 
 508 , 3197 
 509 , 3195.27 
 510 , 3193.6 
 511 , 3194.78 
 512 , 3200.95 
 513 , 3208.6 
 514 , 3212.43 
 515 , 3210.18 
 516 , 3202.3 
 517 , 3189.95 
 518 , 3177.02 
 519 , 3167.94 
